symbol,symbol_normalized,name,paprika_id,market_cap_usd,bybit_categories
GIGA,GIGA,Gigachad,giga-gigachad,38044585.00,linear
LAYER,LAYER,Solayer,layer-solayer,38008301.00,spot
USTC,USTC,Terra Classic USD,ust-terrausd,37670656.00,"linear,spot"
TON,TON,Tokamak Network,ton-tokamak-network,37663108.00,"linear,spot"
SPELL,SPELL,Spell Token,spell-spell-token,37465120.00,"linear,spot"
SIGN,SIGN,Sign,sign-sign2,37459133.00,"linear,spot"
SXT,SXT,Space and Time,sxt-space-and-time,37380919.00,"linear,spot"
CTK,CTK,Shentu,ctk-shentu,37354719.00,linear
BLAST,BLAST,Blast Token,blast-blast-token,37272402.00,"linear,spot"
YB,YB,Yield Basis,yb-yield-basis,37036203.00,"linear,spot"
BIGTIME,BIGTIME,Big Time,bigtime-big-time,36617296.00,linear
TNSR,TNSR,Tensor,tnsr-tensor,36537116.00,"linear,spot"
SCRT,SCRT,Secret,scrt-secret,36163635.00,"linear,spot"
ALT,ALT,AltLayer,alt-altlayer,36019513.00,"linear,spot"
BANANA,BANANA,Banana For Scale,banana-banana-for-scale,35622552.00,linear
TAIKO,TAIKO,Taiko,taiko-taiko,35605844.00,"linear,spot"
DIA,DIA,DIA,dia-dia,35471552.00,linear
STEEM,STEEM,Steem,steem-steem,35267065.00,linear
LISTA,LISTA,Lista DAO,lista-lista-dao,35182204.00,linear
GOAT,GOAT,Goatseus Maximus,goat-goatseus-maximus,35064045.00,"linear,spot"
SPK,SPK,Spark,spk-spark,34975303.00,"linear,spot"
AEVO,AEVO,Aevo,aevo-aevo,34717247.00,"linear,spot"
MANTA,MANTA,Manta Network,manta-manta-network,34627625.00,"linear,spot"
YGG,YGG,Yield Guild Games,ygg-yield-guild-games,34596416.00,linear
CLANKER,CLANKER,tokenbot,clanker-tokenbot,34366507.00,linear
ELIZAOS,ELIZAOS,elizaOS,elizaos-elizaos,34333095.00,spot
SAPIEN,SAPIEN,Sapien,sapien-sapien,34280339.00,linear
CORN,CORN,Corn,corn-corn2,34020739.00,spot
CVC,CVC,Civic,cvc-civic,33773908.00,linear
AURORA,AURORA,Aurora,aurora-aurora,33719342.00,spot
ACX,ACX,Across Protocol,acx-across-protocol,33612944.00,linear
CYS,CYS,Cysic,cys-cysic,33590552.00,linear
AUCTION,AUCTION,Bounce,auction-bounce,33333084.00,linear
SYND,SYND,Syndicate,synd-syndicate,33080479.00,spot
G,G,Gravity,g-gravity,33027974.00,spot
SATS,SATS,SATS (Ordinals),sats-sats-ordinals,32845221.00,spot
NYM,NYM,Nym,nym-nym,32599410.00,spot
SLP,SLP,Smooth Love Potion,slp-smooth-love-potion,32519593.00,"linear,spot"
PLUME,PLUME,Plume,plume-plume,32304546.00,"linear,spot"
MAGIC,MAGIC,MAGIC,magic-magic-arbitrum,31898875.00,"linear,spot"
ANIME,ANIME,Animecoin,anime-animecoin,31682438.00,"linear,spot"
MTL,MTL,Metal,mtl-metal,31672641.00,linear
CARV,CARV,CARV,carv-carv,31647763.00,"linear,spot"
FORM,FORM,Formation Finance,form-formation-finance,31284364.00,linear
DEGEN,DEGEN,Degen (Base),degen-degen-base,31044571.00,"linear,spot"
CTSI,CTSI,Cartesi,ctsi-cartesi,30587867.00,linear
ME,ME,Magic Eden,me-magic-eden,30416573.00,"linear,spot"
CYBER,CYBER,CyberConnect,cyber-cyberconnect,30399771.00,"linear,spot"
PHA,PHA,Phala Network,pha-phala-network,30396641.00,linear
SKYAI,SKYAI,SKYAI,skyai-skyai,30233560.00,linear
DOT,DOT,Polkadot Token,dot-polkadot-token,30161681.00,"linear,spot"
DYM,DYM,Dymension,dym-dymension-iou,30157766.00,"linear,spot"
CBK,CBK,Cobak Token,cbk-cobak-token,30119990.00,spot
ERA,ERA,Caldera,era-caldera,30093129.00,"linear,spot"
AGI,AGI,Delysium,agi-delysium,29647352.00,"linear,spot"
VINE,VINE,Vine Coin,vine-vine-coin,29376491.00,linear
TREE,TREE,Tree Capital,tree-tree-capital,29184440.00,"linear,spot"
ACT,ACT,Acet,act-acet,29026637.00,linear
GAME,GAME,GameBuild,game-gamebuild,29022211.00,spot
ZENT,ZENT,Zentry,zent-zentry,28709048.00,"linear,spot"
ZEREBRO,ZEREBRO,Zerebro,zerebro-zerebro,28681636.00,"linear,spot"
XAN,XAN,Anoma,xan-anoma,28484718.00,"linear,spot"
ID,ID,Space ID,id2-space-id,28077094.00,"linear,spot"
AERGO,AERGO,Aergo,aergo-aergo,27970616.00,linear
WAXP,WAXP,WAX,wax-wax,27965462.00,"linear,spot"
STO,STO,StakeStone,sto-stakestone,27207511.00,linear
CGPT,CGPT,ChainGPT,cgpt-chaingpt-bsc,27047229.00,"linear,spot"
MOVR,MOVR,Moonriver,movr-moonriver,26995744.00,"linear,spot"
GLMR,GLMR,Moonbeam,glmr-moonbeam,26495180.00,spot
PIXEL,PIXEL,Pixels,pixel-pixels,26149557.00,linear
FHE,FHE,Mind Network,fhe-mind-network,26053712.00,spot
BSU,BSU,Baby Shark Universe,bsu-baby-shark-universe,25938201.00,linear
SOPH,SOPH,Sophon,soph-sophon,25885952.00,linear
AIXBT,AIXBT,aixbt by Virtuals,aixbt-aixbt-by-virtuals,25807575.00,"linear,spot"
BLESS,BLESS,Bless,bless-bless,25752349.00,linear
SONIC,SONIC,Sonic SVM,sonic-sonic-svm,25606840.00,"linear,spot"
OXT,OXT,Orchid Protocol,oxt-orchid-protocol,25331901.00,linear
BB,BB,BounceBit,bb-bouncebit,24976596.00,"linear,spot"
AVAIL,AVAIL,Avail,avail-avail,24625303.00,spot
B2,B2,Bsquared Network,b2-bsquared-network,24343502.00,linear
MIRA,MIRA,Mira Network,mira-mira-network,24308006.00,linear
XUSD,XUSD,StraitsX USD,xusd-straitsx-usd,24161138.00,spot
C98,C98,Coin98,c98-coin98,24135431.00,"linear,spot"
BANANA,BANANA,Banana Gun v2,banana-banana-gun-v2,24129751.00,linear
AGLD,AGLD,Adventure Gold,agld-adventure-gold,24063631.00,"linear,spot"
CPOOL,CPOOL,Clearpool,cpool-clearpool,23981998.00,spot
ORDER,ORDER,Orderly Network,order-orderly-network,23480171.00,"linear,spot"
SSV,SSV,SSV Network,ssv-ssv-network,23461699.00,"linear,spot"
HYPER,HYPER,Hyperlane,hyper-hyperlane,23303041.00,"linear,spot"
VRA,VRA,Verasity,vra-verasity,23301035.00,spot
PARTI,PARTI,Particle Network,parti-particle-network,23193854.00,"linear,spot"
STBL,STBL,STBL,stbl-stbl,23161619.00,linear
DUSK,DUSK,Dusk Network,dusk-dusk-network,22919683.00,linear
AIO,AIO,OlaXBT,aio-olaxbt,22728074.00,linear
JCT,JCT,Janction,jct2-janction,22690013.00,linear
VELVET,VELVET,Velvet,velvet-velvet,22675576.00,linear
HOLO,HOLO,Holoworld AI,holo-holoworld-ai,22664283.00,"linear,spot"
DOGS,DOGS,Dogs,dogs-dogs,22638882.00,spot
ALLO,ALLO,Allora,allo-allora,22236272.00,linear
4,4,4,4-4,22099070.00,linear
SOLV,SOLV,Solv Protocol,solv-solv-protocol,21928654.00,"linear,spot"
ZKC,ZKC,Boundless,zkc-boundless,21718256.00,"linear,spot"
NOM,NOM,Nomina,nom-nomina,21663516.00,"linear,spot"
NEWT,NEWT,Newton Protocol,newt-newton-protocol,21503784.00,"linear,spot"
OGN,OGN,Origin Protocol,ogn-origin-protocol,21428265.00,linear
DENT,DENT,Dent,dent-dent,21241122.00,linear
Q,Q,Quack AI,q-quack-ai,21197195.00,linear
GODS,GODS,Gods Unchained,gods-gods-unchained,20855297.00,"linear,spot"
NAORIS,NAORIS,Naoris Protocol,naoris-naoris-protocol,20764066.00,linear
SAGA,SAGA,Saga,saga-saga,20373017.00,linear
LYN,LYN,Everlyn AI,lyn-everlyn-ai,20342119.00,linear
RLS,RLS,Rayls,rls-rayls,20192181.00,linear
TRUST,TRUST,Intuition,trust-intuition,19736942.00,linear
CAT,CAT,Simon's Cat,cat-simon39s-cat,19603832.00,spot
CATI,CATI,Catizen,cati-catizen,19598578.00,"linear,spot"
ACT,ACT,Act I : The AI Prophecy,act3-act-i-the-ai-prophecy,19369916.00,linear
VELO,VELO,Velodrome Finance,velo-velodrome-finance,19337856.00,"linear,spot"
APR,APR,aPriori,apr-apriori,19324623.00,linear
ARPA,ARPA,ARPA Chain,arpa-arpa-chain,19182927.00,linear
USDC,USDC,CCIP Bridged USDC (Ronin),usdc-ccip-bridged-usdc-ronin,19162609.00,"linear,spot"
ROAM,ROAM,Roam,roam-roam,19127645.00,"linear,spot"
AT,AT,APRO,at-apro,19042516.00,linear
SWARMS,SWARMS,swarms,swarms-swarms,18876162.00,linear
IOTA,IOTA,MIOTAC,iota-miotac,18788655.00,linear
XAI,XAI,Xai Games,xai-xai-games,18736053.00,"linear,spot"
GRIFFAIN,GRIFFAIN,Griffain,griffain-test-griffaincom,18673209.00,linear
ALICE,ALICE,My Neighbor Alice,alice-my-neighbor-alice,18624605.00,linear
ZBT,ZBT,Zerobase,zbt-zerobase,18374623.00,"linear,spot"
RESOLV,RESOLV,Resolv,resolv-resolv,18035589.00,"linear,spot"
RECALL,RECALL,Recall Network,recall-recall-network,17776496.00,"linear,spot"
CHILLGUY,CHILLGUY,Just a chill guy,chillguy-just-a-chill-guy,17768406.00,"linear,spot"
ZETA,ZETA,ZetaChain,zeta-zetachain,17702608.00,"linear,spot"
IN,IN,INFINIT,in-infinit,17212580.00,linear
TREE,TREE,Treehouse,tree-treehouse,17121604.00,"linear,spot"
NIL,NIL,Nillion,nil-nillion,16624757.00,linear
SUPRA,SUPRA,Supra,supra-supra,16607740.00,spot
SEND,SEND,Suilend,send-suilend,16319307.00,spot
HIGH,HIGH,Highstreet Token,high-highstreet-token,16194111.00,linear
XPIN,XPIN,XPIN Network,xpin-xpin-network,15987067.00,linear
NTRN,NTRN,Neutron,ntrn1-neutron,15818054.00,linear
RARE,RARE,SuperRare,rare-superrare,15637476.00,linear
AVA,AVA,AVA,ava-travala,15602495.00,"linear,spot"
BANK,BANK,Lorenzo Protocol,bank-lorenzo-protocol,15574420.00,linear
MUBARAK,MUBARAK,Mubarak,mubarak-mubarak,15524618.00,linear
SCR,SCR,Scroll,scr-scroll,15481629.00,"linear,spot"
MITO,MITO,Mitosis,mito-mitosis,14942979.00,linear
DIAM,DIAM,Diamante,diam-diamante,14934754.00,spot
ENSO,ENSO,Enso,enso-enso,14680774.00,"linear,spot"
AIN,AIN,AI Network,ain-ai-network,14592297.00,linear
SYS,SYS,Syscoin,sys-syscoin,14521625.00,linear
PONKE,PONKE,PONKE,ponke-ponke,14390602.00,"linear,spot"
ZEX,ZEX,ZEX,zex-zex,14330740.00,spot
TOWNS,TOWNS,Towns,towns-towns,13986444.00,"linear,spot"
HEMI,HEMI,Hemi,hemi-hemi,13946146.00,linear
NEON,NEON,Neon EVM,neon-neon-evm,13838009.00,spot
COQ,COQ,Coq Inu,coq-coq-inu,13787973.00,spot
WCT,WCT,WalletConnect Token,wct-walletconnect-token,13663641.00,"linear,spot"
PHB,PHB,Phoenix Global,phb-phoenix-global,13596316.00,linear
DODO,DODO,DODO,dodo-dodo,13549590.00,linear
PTB,PTB,Portal To Bitcoin,ptb-portal-to-bitcoin,13412901.00,linear
DOLO,DOLO,Dolomite,dolo-dolomite,13395960.00,"linear,spot"
AVL,AVL,Avalon,avl-avalon,13304097.00,"linear,spot"
C,C,Chainbase,c-chainbase,13266877.00,linear
DOG,DOG,The Doge NFT,dog-the-doge-nft,13130815.00,linear
TAI,TAI,TARS AI,tai-tars-protocol,13059741.00,"linear,spot"
ES,ES,Eclipse,es-eclipse,12986395.00,"linear,spot"
LUNA,LUNA,Luna by Virtuals,luna-luna-by-virtuals,12983170.00,spot
HMSTR,HMSTR,Hamster Kombat,hmstr-hamster-kombat,12883314.00,"linear,spot"
SHELL,SHELL,MyShell,shell-myshell,12822548.00,linear
GAME,GAME,GAME by Virtuals,game-game-by-virtuals,12783631.00,spot
MLN,MLN,Enzyme,mln-enzyme,12776097.00,linear
EDEN,EDEN,OpenEden,eden-openeden,12708773.00,linear
BROCCOLI,BROCCOLI,CZ'S Dog (broccoli.gg),broccoli-cz39s-dog-broccoligg,12693680.00,linear
INIT,INIT,Initia,init-initia,12564725.00,"linear,spot"
SD,SD,Stader,sd-stader,12528002.00,"linear,spot"
PYR,PYR,Vulcan Forged,pyr-vulcan-forged,12478654.00,linear
USUAL,USUAL,Usual,usual-usual,12431185.00,linear
MBX,MBX,Marblex,mbx-marblex,12402381.00,spot
MBOX,MBOX,Mobox,mbox-mobox,12356926.00,"linear,spot"
FUEL,FUEL,Fuel Network,fuel-fuel-network,12244945.00,spot
F,F,SynFutures,f-synfutures,12119010.00,"linear,spot"
ACS,ACS,Access Protocol,acs-access-protocol,12108683.00,spot
TUT,TUT,TUTORIAL,tut-tutorial,12071022.00,linear
BR,BR,Bedrock DAO,br-bedrock-dao,12027254.00,"linear,spot"
ARIA,ARIA,Aria.AI,aria-ariaai,11967271.00,linear
L3,L3,Layer3,l3-layer3,11922631.00,"linear,spot"
XEM,XEM,NEM,xem-nem,11895874.00,spot
TRU,TRU,TrueFi,tru-truefi,11761744.00,linear
VANRY,VANRY,Vanar Chain,tvk-the-virtua-kolect,11740820.00,"linear,spot"
PROMPT,PROMPT,Wayfinder,prompt-wayfinder,11486676.00,linear
EPIC,EPIC,Epic Chain,epic-epic-chain,11455532.00,linear
NFP,NFP,NFPrompt,nfp-nfprompt,11364588.00,linear
HOOK,HOOK,Hooked Protocol,hook-hooked-protocol,11114023.00,"linear,spot"
A2Z,A2Z,Arena-Z,a2z-arena-z,11062867.00,linear
A8,A8,Ancient8,a8-ancient8,11040625.00,spot
SUNDOG,SUNDOG,Sundog,sundog-sundog,11014990.00,spot
KERNEL,KERNEL,KernelDAO,kernel-kerneldao,10945653.00,linear
RDNT,RDNT,Radiant Capital,rdnt-radiant-capital,10838616.00,"linear,spot"
AIN,AIN,Infinity Ground,ain-infinity-ground,10651230.00,linear
PUFFER,PUFFER,Puffer,puffer-puffer,10649975.00,"linear,spot"
BABY,BABY,BabySwap,baby-babyswap,10604609.00,linear
NAVX,NAVX,NAVI Protocol,navx-navi-protocol,10456135.00,spot
SYN,SYN,Synapse,syn-synapse,10447598.00,linear
STBL,STBL,Stable Metal,stbl-stable-metal,10446474.00,linear
TLM,TLM,Alien Worlds,tlm-alien-worlds,10418944.00,linear
HIPPO,HIPPO,sudeng,hippo-sudeng,10353140.00,linear
OL,OL,OPENLOOT,ol-openloot,10279275.00,"linear,spot"
PSG,PSG,Paris Saint-Germain Fan Token,psg-paris-saint-germain-fan-token,10133912.00,spot
ASP,ASP,Aspecta,asp-aspecta,9885375.00,linear
XNY,XNY,Codatta,xny-codatta,9815202.00,linear
RACA,RACA,Radio Caca,raca-radio-caca,9811278.00,spot
ZRC,ZRC,Zircuit,zrc-zircuit,9766081.00,spot
GUN,GUN,Gunz,gun-gunz,9636854.00,linear
MAJOR,MAJOR,Major,major1-major,9559706.00,spot
PAAL,PAAL,PAAL AI,paal-paal-ai,9512650.00,spot
GAIB,GAIB,GAIB,gaib-gaib,9334956.00,spot
FIO,FIO,FIO Protocol,fio-fio-protocol,9284033.00,linear
GPS,GPS,GoPlus,gps1-goplus,9205324.00,"linear,spot"
NKN,NKN,NKN,nkn-nkn,9172869.00,linear
BEL,BEL,Bella Protocol,bel-bella-protocol,9160545.00,"linear,spot"
SWEAT,SWEAT,Sweat Economy,sweat-sweat-economy,9148185.00,spot
IDEX,IDEX,IDEX,idex-idex,9040705.00,linear
TURTLE,TURTLE,Turtle (turtle.xyz),turtle-turtle-turtlexyz,9018076.00,linear
FWOG,FWOG,Fwog,fwog-fwog,8940429.00,linear
VIC,VIC,Viction,tomo-tomochain,8828991.00,"linear,spot"
ALPINE,ALPINE,ALPINE Fan Token,alpine-alpine-fan-token,8768843.00,linear
THE,THE,Thena,the-thena,8760721.00,linear
CTA,CTA,Cross The Ages,cta5-cross-the-ages,8740053.00,spot
TAC,TAC,TAC Protocol,tac-tac-protocol,8551874.00,"linear,spot"
VFY,VFY,zkVerify,vfy-zkverify,8513220.00,linear
TOKEN,TOKEN,TokenFi,token-tokenfi,8498481.00,spot
ALU,ALU,Altura,alu-altura,8425682.00,linear
LADYS,LADYS,Milady Meme Coin,ladys-milady-meme-coin,8256800.00,spot
VINU,VINU,Vita Inu,vinu-vita-inu,8148262.00,spot
WEN,WEN,Wen,wen4-wen,8143264.00,spot
HEI,HEI,Heima,hei-heima,8134145.00,linear
COMMON,COMMON,Common,common-common,8103506.00,"linear,spot"
HAEDAL,HAEDAL,Haedal Protocol,haedal-haedal-protocol,8057634.00,"linear,spot"
RSS3,RSS3,RSS3,rss3-rss3,8050714.00,spot
ASR,ASR,AS Roma Fan Token,asr-as-roma,7923147.00,linear
COOK,COOK,Cook,cook-cook,7877358.00,"linear,spot"
BAN,BAN,Crypto BAN,ban-crypto-ban,7597716.00,"linear,spot"
UXLINK,UXLINK,UXLINK,uxlink-uxlink,7393911.00,spot
AKE,AKE,Akedo,ake-akedo,7337507.00,linear
NAKA,NAKA,Nakamoto Games,naka-nakamoto-games,7332198.00,spot
XION,XION,XION,xion-xion,7280161.00,"linear,spot"
ZEUS,ZEUS,Zeus Network,zeus-zeus-network1,7235680.00,linear
MAV,MAV,Maverick Token,mav-maverick-token,7183800.00,linear
COOKIE,COOKIE,Cookie,cookie-cookie,7062390.00,"linear,spot"
MEMEFI,MEMEFI,MemeFi,memefi-memefi,6892648.00,spot
PUMP,PUMP,PumpBTC,pump-pumpbtc,6821627.00,spot
SFUND,SFUND,Seedify.fund,sfund-seedifyfund,6769925.00,spot
CUDIS,CUDIS,CUDIS,cudis-cudis,6739118.00,"linear,spot"
FORT,FORT,Forta,fort-forta,6687339.00,spot
ALT,ALT,ArchLoot,alt-archloot,6673966.00,"linear,spot"
IZI,IZI,Izumi Finance,izi-izumi-finance,6404584.00,spot
EPIC,EPIC,Epic Cash,epic-epic-cash,6388815.00,linear
CITY,CITY,Manchester City Fan Token,city-manchester-city-fan-token,6368026.00,spot
U,U,Union,u-union,6327470.00,spot
LUNC,LUNC,Wrapped LUNC Token,luna-wrapped-luna-token,6219668.00,spot
MET,MET,Metchain,met-metchain,6135368.00,"linear,spot"
BMT,BMT,Bubblemaps,bmt-bubblemaps,6046957.00,"linear,spot"
HFT,HFT,Hashflow,hft1-hashflow,6008388.00,"linear,spot"
MOODENG,MOODENG,MOO DENG (moodeng.vip),moodeng-moo-deng-moodengvip,5853327.00,linear
PERP,PERP,Perpetual Protocol,perp-perpetual-protocol,5830365.00,spot
YALA,YALA,Yala,yala-yala,5808218.00,linear
BLUAI,BLUAI,Bluwhale,bluai-bluwhale,5761243.00,linear
NS,NS,SuiNS Token,ns-suins-token,5639102.00,"linear,spot"
ACE,ACE,Fusionist,ace-fusionist,5574216.00,linear
LUMIA,LUMIA,Lumia,lumia-lumia,5553649.00,linear
REZ,REZ,Renzo,rez-renzo,5488728.00,linear
PORTAL,PORTAL,Portal,portal-portal,5416688.00,"linear,spot"
SCA,SCA,Scallop,sca-scallop,5392326.00,spot
MYRO,MYRO,Myro,myro-myro,5331540.00,spot
XAVA,XAVA,Avalaunch,xava-avalaunch,5290826.00,spot
EVAA,EVAA,EVAA Protocol,evaa-evaa-protocol,5268327.00,linear
JUV,JUV,Juventus Fan Token,juv-juventus-fan-token,5193845.00,spot
LAYER,LAYER,UniLayer,layer-unilayer,4982193.00,spot
COW,COW,Cowcoin,cow-cowcoin,4952997.00,linear
ONG,ONG,Ontology Gas,ong-ong,4929032.00,linear
BEAM,BEAM,Beam,beam-beam,4749113.00,"linear,spot"
BROCCOLI,BROCCOLI,Broccoli (FirstBroccoli),broccoli-broccoli-firstbroccoli,4731386.00,linear
ODOS,ODOS,Odos Token,odos-odos-token,4622287.00,spot
TIME,TIME,Chrono.tech,time-chronotech,4608202.00,spot
ATOM,ATOM,Cosmos Token,atom-cosmos-token,4463555.00,"linear,spot"
XTER,XTER,XTER,xter1-xter,4424923.00,spot
EPT,EPT,Balance,ept-balance,4362457.00,"linear,spot"
TA,TA,Trusta.AI,ta-trustaai,4351532.00,"linear,spot"
HOODX,HOODX,Robinhood tokenized stock (xStock),hoodx-robinhood-tokenized-stock-xstock,4054658.00,spot
J,J,Jambo,j-jambo,4037060.00,spot
FARTCOIN,FARTCOIN,Based Fartcoin,fartcoin-based-fartcoin,3989942.00,linear
ONE,ONE,BigONE Token,one-bigone-token,3932967.00,"linear,spot"
COOK,COOK,mETH Protocol,cook-meth-protocol,3863098.00,"linear,spot"
DAM,DAM,Reservoir,dam-reservoir,3700930.00,linear
OAS,OAS,Oasys,oas-oasys,3491401.00,spot
BTR,BTR,Bitrue Coin,btr-bitrue-coin,3419142.00,linear
BTR,BTR,Bitrue Token,btr-bitrue-token,3383925.00,linear
OBOL,OBOL,Obol,obol-obol-technologies,3357659.00,spot
DOGE,DOGE,Department Of Government Efficiency,doge-department-of-government-efficiency,3328874.00,"linear,spot"
SOPH,SOPH,SOPH AI Token,soph-soph-ai-token,3318469.00,linear
LAB,LAB,LAB,lab-lab,3295941.00,linear
TRUMP,TRUMP,MAGA,trump-maga,3247352.00,"linear,spot"
X,X,TaleX,x-talex,3240238.00,spot
SIS,SIS,Symbiosis Finance,sis-symbiosis-finance,3107033.00,spot
MASA,MASA,Masa,masa2-masa,3063474.00,spot
FOXY,FOXY,Foxy,foxy-foxy,2987975.00,spot
USDC,USDC,USDC (Wormhole) SUI,usdc-usdc-wormhole-sui,2983537.00,"linear,spot"
SEND,SEND,Send,send3-send,2915627.00,spot
HANA,HANA,Hana Network,hana-hana-network,2828138.00,linear
QORPO,QORPO,QORPO WORLD,qorpo-qorpo-world,2773579.00,spot
KASTA,KASTA,Kasta,kasta-kasta,2749922.00,spot
SHIB,SHIB,SHIBA ON BASE,shib-shiba-on-base,2729617.00,spot
CAT,CAT,Catcoin,cat20-catcoin,2477283.00,spot
BDXN,BDXN,Bondex,bdxn-bondex,2473824.00,spot
ZKJ,ZKJ,Polyhedra Network,zk-polyhedra-network,2427976.00,spot
KILO,KILO,KiloEx,kilo-kiloex,2368701.00,spot
ARTY,ARTY,Artyfact,arty-artyfact,2327910.00,spot
STREAM,STREAM,Streamflow,stream-streamflow,2311166.00,spot
SWELL,SWELL,Swell Network,swell-swell-network,2211529.00,spot
INTER,INTER,Inter Milan Fan Token,inter-inter-milan-fan-token,2196033.00,spot
INSP,INSP,Inspect,insp-nft-inspect,2138178.00,spot
MON,MON,MON Protocol,mon-mon-protocol,2132907.00,"linear,spot"
MASK,MASK,catwifmask,mask-catwifmask,2055123.00,"linear,spot"
CETUS,CETUS,Cetus Protocol,cetus-cetus-protocol,2018193.00,linear
LMWR,LMWR,LimeWire Token,lmwr-limewire-token,2007688.00,spot
TRC,TRC,MetaTrace,trc-metatrace,1957323.00,spot
PIRATE,PIRATE,Pirate Nation Token,pirate-pirate-nation-token,1905366.00,spot
PORT3,PORT3,Port3 Network,port3-port3-network,1851352.00,spot
USDT,USDT,Bridged USDT (Sonic Labs),usdt-bridged-usdt-sonic-labs,1818444.00,spot
GOOGLX,GOOGLX,Alphabet tokenized stock (xStock),googlx-alphabet-tokenized-stock-xstock,1818355.00,spot
SPEC,SPEC,Spectral,spec-spectral,1732444.00,spot
MILK,MILK,MilkyWay,milk-milkyway,1727237.00,spot
AAPLX,AAPLX,Apple tokenized stock (xStock),aaplx-apple-tokenized-stock-xstock,1636215.00,spot
AFC,AFC,Arsenal Fan Token,afc2-arsenal-fan-token,1628458.00,spot
MODE,MODE,Mode,mode-mode,1598959.00,spot
ZTX,ZTX,ZTX Token,ztx3-ztx-token,1589100.00,spot
XO,XO,Xociety,xo-xociety,1572059.00,spot
HTX,HTX,HTX,htx-htx,1551096.00,spot
BAN,BAN,Banano,ban-banano,1530644.00,"linear,spot"
TRU,TRU,Truth,tru-truth,1525126.00,linear
COINX,COINX,Coinbase tokenized stock (xStock),coinx-coinbase-tokenized-stock-xstock,1510311.00,spot
ZKL,ZKL,zkLink,zkl-zklink,1507822.00,spot
ALT,ALT,Alitas,alt-alitas,1424919.00,"linear,spot"
BRETT,BRETT,Brett (ETH),brett8-brett-eth,1420156.00,"linear,spot"
SKATE,SKATE,Skate,skate-skate,1394116.00,spot
NVDAX,NVDAX,NVIDIA tokenized stock (xStock),nvdax-nvidia-tokenized-stock-xstock,1352756.00,spot
SERAPH,SERAPH,Seraph,seraph-seraph,1319467.00,spot
CRCLX,CRCLX,Circle tokenized stock (xStock),crclx-circle-tokenized-stock-xstock,1299251.00,spot
ZEUS,ZEUS,Pepes Dog,zeus-pepes-dog,1288153.00,linear
YZY,YZY,Yeezy Coin,yzy-yeezy-coin,1286061.00,linear
PSTAKE,PSTAKE,pSTAKE Finance,pstake-pstake-finance,1284821.00,spot
SKY,SKY,Skycoin,sky-skycoin,1264997.00,"linear,spot"
MEE,MEE,Medieval Empires,mee-medieval-empires,1211033.00,spot
FITFI,FITFI,Step App - FITFI,fitfi-stepapp-fitfi,1161395.00,spot
SIDUS,SIDUS,Sidus,sidus-sidus,1100331.00,spot
